ID,Name,Platform,Year_of_Release,Genre,Publisher
8278,Pictionary,DS,2010,Puzzle,THQ
8279,Hitman: HD Trilogy,X360,2013,Action,Square Enix
8280,MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It
8281,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco
8282,uDraw Studio: Instant Artist,Wii,2011,Misc,THQ
8283,Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ
8284,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment
8285,Backyard NFL Football '09,PS2,2008,Sports,Atari
8286,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO
8287,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft
8288,Backyard Baseball '10,PS2,2009,Sports,Atari
8289,Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom
8290,Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft
8291,PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment
8292,The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment
8293,RoadKill,PS2,2003,Action,Midway Games
8294,Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix
8295,.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,Namco Bandai Games
8296,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games
8297,Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment
8298,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ
8299,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios
8300,Tak: The Great Juju Challenge,GBA,2005,Platform,THQ
8301,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment
8302,SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment
8303,Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games
8304,Top Spin 2,X360,2006,Sports,Take-Two Interactive
8305,Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay
8306,Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios
8307,Captain America: Super Soldier,X360,2011,Action,Sega
8308,Tokyo Xtreme Racer,DC,1999,Racing,Genki
8309,Fighter Maker,PS,1998,Fighting,Agetec
8310,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software
8311,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive
8312,Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts
8313,MotoGP 10/11,PS3,2011,Racing,Capcom
8314,NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment
8315,Batman Begins,GBA,2005,Action,Electronic Arts
8316,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment
8317,Glover,PS,1999,Platform,Atari
8318,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A
8319,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment
8320,Let's TAP,Wii,2008,Misc,Sega
8321,James Cameron's Dark Angel,PS2,N/A,Action,Universal Interactive
8322,Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment
8323,Turok 3: Shadow of Oblivion,N64,2000,Shooter,Acclaim Entertainment
8324,Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft
8325,World Driver Championship,N64,1999,Racing,Midway Games
8326,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment
8327,Spawn: Armageddon,XB,2003,Action,Electronic Arts
8328,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games
8329,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A
8330,Pokemon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo
8331,Major League Baseball 2K9,PS2,2009,Sports,Spike
8332,Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games
8333,Bee Movie Game,X360,2007,Action,Activision
8334,Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo
8335,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios
8336,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment
8337,Fate/Stay Night [Realta Nua],PS2,2007,Adventure,Kadokawa Shoten
8338,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios
8339,The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters
8340,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife
8341,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix
8342,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software
8343,Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver
8344,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games
8345,Transformers: Dark of the Moon,Wii,2011,Action,Activision
8346,FaceBreaker,PS3,2008,Fighting,Electronic Arts
8347,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts
8348,Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft
8349,Gyakuten Saiban 3,GBA,2004,Adventure,Capcom
8350,Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games
8351,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei
8352,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment
8353,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment
8354,MotoGP 09/10,X360,2010,Racing,Capcom
8355,Bratz Kidz,Wii,2008,Misc,Game Factory
8356,N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios
8357,Catwoman,PS2,2004,Action,Electronic Arts
8358,Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd
8359,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A
8360,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft
8361,Monsters vs. Aliens,X360,2009,Action,Activision
8362,Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom
8363,World Destruction League: Thunder Tanks,PS,2000,Action,3DO
8364,Terminator 3: The Redemption,PS2,2004,Shooter,Atari
8365,Reloaded,PS,1996,Action,Gremlin Interactive Ltd
8366,Sword of the Samurai,PS2,N/A,Fighting,Ubisoft
8367,Anarchy Reigns,X360,2012,Action,Sega
8368,SSX On Tour,GC,2005,Sports,Electronic Arts
8369,Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei
8370,Fairytale Fights,X360,2009,Action,Playlogic Game Factory
8371,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment
8372,Hot Wheels: Beat That!,X360,2007,Racing,Activision
8373,Ashes Cricket 2009,PS3,2009,Sports,Codemasters
8374,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts
8375,Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games
8376,Shrek Extra Large,GC,2002,Platform,TDK Mediactive
8377,Final Fantasy V,PS,1998,Role-Playing,SquareSoft
8378,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment
8379,Gunvalkyrie,XB,2002,Shooter,Infogrames
8380,Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios
8381,NickToons: Racing,PS,2001,Racing,Hasbro Interactive
8382,Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher
8383,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd
8384,State of Emergency,XB,2003,Action,Take-Two Interactive
8385,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics
8386,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia
8387,Disney Golf,PS2,2002,Sports,Electronic Arts
8388,The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ
8389,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios
8390,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software
8391,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment
8392,Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft
8393,My French Coach,DS,2007,Misc,Ubisoft
8394,Backyard NFL Football '10,Wii,2009,Sports,Atari
8395,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft
8396,Mega Man Network Transmission,GC,2003,Platform,Capcom
8397,Densetsu no Stafi 4,DS,2006,Platform,Nintendo
8398,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus
8399,Fairytale Fights,PS3,2009,Action,Playlogic Game Factory
8400,How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit
8401,Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment
8402,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo
8403,RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment
8404,G-Force,X360,2009,Action,Disney Interactive Studios
8405,Surf's Up,Wii,2007,Sports,Ubisoft
8406,Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment
8407,Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive
8408,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games
8409,Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft
8410,Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software
8411,Lost Kingdoms,GC,2002,Role-Playing,Activision
8412,Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment
8413,Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment
8414,Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios
8415,Matchbox Cross Town Heroes,GBA,2002,Racing,THQ
8416,The Cursed Crusade,PS3,2011,Action,DTP Entertainment
8417,Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games
8418,Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment
8419,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei
8420,NHL 07,PSP,2006,Sports,Electronic Arts
8421,I'm A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape
8422,Dementium: The Ward,DS,2007,Shooter,SouthPeak Games
8423,Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games
8424,Dragon Quest X,3DS,2014,Role-Playing,Square Enix
8425,Learning to Spell,DS,2010,Misc,505 Games
8426,TRON: Evolution,DS,2010,Action,Disney Interactive Studios
8427,Sudoku Gridmaster,DS,2006,Puzzle,Nintendo
8428,NASCAR '14,X360,2014,Racing,Deep Silver
8429,Super Power League,SNES,1993,Sports,Hudson Soft
8430,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision
8431,Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment
8432,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo
8433,25 to Life,XB,2006,Shooter,Eidos Interactive
8434,Squeeballs Party,DS,2009,Puzzle,Performance Designed Products
8435,Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games
8436,NASCAR '15,X360,2015,Sports,Deep Silver
8437,NCAA Basketball 09,PS3,2008,Sports,Electronic Arts
8438,Sega Superstars,PS2,2004,Misc,Sega
8439,MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment
8440,Bomberman Land,Wii,2007,Misc,Rising Star Games
8441,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive
8442,Midway Arcade Treasures,GC,2003,Misc,Midway Games
8443,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games
8444,Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games
8445,Pac-Man World 3,DS,2005,Platform,Namco Bandai Games
8446,Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games
8447,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment
8448,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games
8449,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment
8450,Resident Evil,SAT,1997,Action,Capcom
8451,TOEIC Test Training DS,DS,2007,Misc,IE Institute
8452,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo
8453,ZhuZhu Puppies,DS,2011,Simulation,Activision
8454,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo
8455,7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega
8456,FlatOut,XB,2004,Racing,Empire Interactive
8457,Chaotic: Shadow Warriors,PS3,2009,Action,Activision
8458,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.
8459,Death Trap,2600,1982,Action,Avalon Interactive
8460,Armor Ambush,2600,1981,Action,Mattel Interactive
8461,Parodius,SAT,1995,Shooter,Konami Digital Entertainment
8462,Easy Piano,DS,2009,Misc,Game Life
8463,Blood Bowl,X360,2009,Sports,Focus Home Interactive
8464,Taz Wanted,PS2,2002,Platform,Atari
8465,Far Cry: Primal,PC,2016,Action,Ubisoft
8466,Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive
8467,Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment
8468,Phantasy Star Online 2,PSV,2013,Role-Playing,Sega
8469,Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari
8470,Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive
8471,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment
8472,PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment
8473,Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts
8474,TransFormers Animated: The Game,DS,2008,Action,Activision
8475,Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade
8476,Hot Wheels Velocity X,GBA,2002,Racing,THQ
8477,Driver: San Francisco,Wii,2011,Racing,Ubisoft
8478,Alien Resurrection,PS,2000,Shooter,Fox Interactive
8479,World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment
8480,Disney Friends,DS,2007,Simulation,Disney Interactive Studios
8481,ESPN College Hoops,PS2,2003,Sports,Sega
8482,Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega
8483,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts
8484,Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters
8485,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,Konami Digital Entertainment
8486,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive
8487,Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames
8488,Bomberman Land,PS,2000,Misc,Hudson Soft
8489,Clash of the Titans,X360,2010,Action,Namco Bandai Games
8490,Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment
8491,Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ
8492,Kya: Dark Lineage,PS2,2003,Adventure,Atari
8493,Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts
8494,Curious George,GBA,2006,Action,Namco Bandai Games
8495,Stronghold 3,PC,2011,Strategy,N/A
8496,Lethal Skies II,PS2,2003,Simulation,Sammy Corporation
8497,F1 2011,3DS,2011,Racing,Codemasters
8498,Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega
8499,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment
8500,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft
8501,NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts
8502,Splatterhouse,PS3,N/A,Action,Namco Bandai Games
8503,The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation
8504,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment
8505,King's Field,PS,1995,Role-Playing,Sony Computer Entertainment
8506,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment
8507,World Stadium 4,PS,2000,Sports,Namco Bandai Games
8508,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Action,Disney Interactive Studios
8509,Midway Arcade Treasures 2,GC,2004,Misc,Midway Games
8510,Hot Wheels World Race,GC,2003,Racing,THQ
8511,San Goku Shi Taisen DS,DS,2007,Strategy,Sega
8512,Monster Jam,Wii,2007,Racing,Activision
8513,Kawa no Nushi Tsuri,PS,1998,Sports,Victor Interactive
8514,Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment
8515,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari
8516,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd
8517,Dancing With The Stars,PS2,2007,Misc,Activision
8518,Apache: Air Assault,X360,2010,Simulation,Activision
8519,Aliens: Infestation,DS,2011,Action,Sega
8520,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment
8521,Angry Birds Trilogy,PS3,2012,Action,Activision
8522,Otogirisou,SNES,1992,Adventure,ChunSoft
8523,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games
8524,Crash Tag Team Racing,GC,2005,Racing,Vivendi Games
8525,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment
8526,NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value
8527,True Swing Golf,DS,2005,Sports,Nintendo
8528,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts
8529,Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios
8530,Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment
8531,Family Feud Decades,Wii,2010,Misc,Ubisoft
8532,Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games
8533,Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.
8534,Dr. Muto,PS2,2002,Platform,Midway Games
8535,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts
8536,DS Rakubiki Jiten,DS,2005,Misc,Nintendo
8537,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision
8538,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft
8539,Murdered: Soul Suspect,XOne,2014,Action,Square Enix
8540,Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment
8541,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment
8542,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei
8543,Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy
8544,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision
8545,The Incredibles: Rise of the Underminer,GC,2005,Action,THQ
8546,Beowulf: The Game,PS3,2007,Action,Ubisoft
8547,Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment
8548,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment
8549,Alone in the Dark: The New Nightmare,PS,N/A,Adventure,Infogrames
8550,The BIGS,PS3,2007,Sports,Take-Two Interactive
8551,Fracture,PS3,2008,Shooter,LucasArts
8552,Flushed Away,GC,2006,Platform,D3Publisher
8553,NBA Live 08,Wii,2007,Sports,Electronic Arts
8554,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto
8555,Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart
8556,Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment
8557,Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment
8558,NASCAR Heat 2002,GBA,2002,Racing,Infogrames
8559,Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment
8560,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games
8561,International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment
8562,Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts
8563,Intellivision Lives!,PS2,2003,Misc,Play It
8564,Robots,GC,2005,Action,Vivendi Games
8565,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft
8566,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment
8567,Tak: Mojo Mistake,DS,2008,Action,THQ
8568,Lego Star Wars: The Force Awakens,PS3,2016,Action,Warner Bros. Interactive Entertainment
8569,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive
8570,Rio,DS,2011,Misc,THQ
8571,SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer
8572,Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ
8573,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom
8574,Grease Dance,X360,2011,Misc,505 Games
8575,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games
8576,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ
8577,Power Stakes,PS,1997,Sports,Aques
8578,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision
8579,Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft
8580,Hydro Thunder,N64,2000,Racing,Midway Games
8581,Destruction Derby 64,N64,1999,Racing,THQ
8582,Space Invaders,N64,1999,Shooter,Activision
8583,Starcraft 64,N64,2000,Strategy,Nintendo
8584,Buck Bumble,N64,1998,Action,Ubisoft
8585,California Speed,N64,1999,Misc,Midway Games
8586,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation
8587,Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment
8588,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment
8589,Fighters Destiny,N64,1998,Fighting,Ocean
8590,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment
8591,The Crew,PC,2014,Racing,Ubisoft
8592,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari
8593,Create,PS3,2010,Action,Electronic Arts
8594,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,Misc,TDK Core
8595,Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games
8596,Black & Bruised,PS2,2003,Fighting,Vivendi Games
8597,Eragon,DS,2006,Action,Vivendi Games
8598,TimeShift,PS3,2007,Shooter,Vivendi Games
