ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7779,0.08,0.09,0,0.02,0.19
7780,0.08,0.1,0,0.02,0.19
7781,0.05,0.11,0,0.03,0.19
7782,0.18,0,0,0.01,0.19
7783,0.09,0.07,0,0.02,0.19
7784,0.09,0.07,0,0.02,0.19
7785,0.05,0.12,0,0.02,0.19
7786,0.14,0.04,0,0.01,0.19
7787,0.17,0.01,0,0.01,0.19
7788,0.11,0.06,0,0.02,0.19
7789,0.09,0.07,0,0.02,0.19
7790,0,0,0.19,0,0.19
7791,0.16,0.01,0,0.02,0.19
7792,0.11,0.07,0,0.02,0.19
7793,0.09,0.07,0,0.02,0.19
7794,0.16,0.02,0,0.02,0.19
7795,0.09,0.07,0,0.02,0.19
7796,0.17,0,0,0.01,0.19
7797,0.14,0.05,0,0,0.19
7798,0.13,0.03,0,0.03,0.19
7799,0,0,0.19,0,0.19
7800,0,0,0.19,0,0.19
7801,0.09,0.07,0,0.02,0.19
7802,0.11,0.07,0,0.01,0.19
7803,0.11,0.05,0,0.03,0.19
7804,0,0,0.19,0,0.19
7805,0,0,0.18,0.01,0.19
7806,0.17,0.01,0,0.01,0.19
7807,0.09,0.09,0,0.02,0.19
7808,0,0.15,0,0.04,0.19
7809,0.17,0.01,0,0.01,0.19
7810,0.05,0.09,0.02,0.03,0.19
7811,0.12,0.06,0,0.02,0.19
7812,0.12,0.05,0,0.02,0.19
7813,0,0,0.19,0,0.19
7814,0.09,0.07,0,0.02,0.19
7815,0.09,0.07,0,0.02,0.19
7816,0.11,0.07,0,0.01,0.19
7817,0,0.15,0,0.04,0.19
7818,0.09,0.07,0,0.02,0.19
7819,0,0,0.19,0,0.19
7820,0.14,0.05,0,0,0.19
7821,0.06,0.07,0.03,0.03,0.19
7822,0.14,0.04,0,0.01,0.19
7823,0.13,0.05,0,0.02,0.19
7824,0.09,0.07,0,0.02,0.19
7825,0.14,0.05,0,0,0.19
7826,0.14,0.04,0,0.01,0.19
7827,0.14,0.03,0,0.01,0.19
7828,0.11,0.06,0.01,0.02,0.19
7829,0.12,0,0.06,0.01,0.19
7830,0,0,0.19,0,0.19
7831,0.14,0.03,0,0.01,0.19
7832,0.15,0.04,0,0,0.19
7833,0.15,0.03,0,0.01,0.19
7834,0.15,0.04,0,0,0.19
7835,0.15,0.04,0,0,0.19
7836,0.15,0.04,0,0,0.19
7837,0,0,0.16,0.03,0.19
7838,0.15,0.04,0,0,0.19
7839,0,0,0.19,0,0.19
7840,0.07,0.1,0,0.01,0.19
7841,0,0,0.19,0,0.19
7842,0.15,0.04,0,0.01,0.19
7843,0.09,0.07,0,0.02,0.19
7844,0.17,0,0,0.02,0.19
7845,0,0,0.19,0,0.19
7846,0.14,0.05,0,0,0.19
7847,0,0,0.19,0,0.19
7848,0.11,0.07,0,0.01,0.19
7849,0.18,0,0,0.01,0.19
7850,0.18,0,0,0.01,0.19
7851,0,0,0.19,0,0.19
7852,0.1,0.07,0,0.02,0.19
7853,0.02,0.01,0.16,0,0.19
7854,0.15,0.02,0,0.02,0.19
7855,0.09,0.07,0,0.02,0.19
7856,0.17,0.01,0,0.01,0.19
7857,0.14,0.05,0,0,0.19
7858,0.09,0.07,0,0.02,0.19
7859,0.12,0.03,0.01,0.02,0.19
7860,0.01,0.15,0,0.02,0.19
7861,0.09,0.08,0,0.02,0.19
7862,0,0,0.19,0,0.19
7863,0.18,0,0,0.01,0.19
7864,0.15,0.02,0,0.01,0.19
7865,0.17,0,0,0.01,0.19
7866,0.15,0.04,0,0.01,0.19
7867,0.09,0.07,0,0.02,0.19
7868,0.18,0,0,0.01,0.19
7869,0,0,0.19,0,0.19
7870,0.09,0.07,0,0.02,0.19
7871,0,0.16,0,0.02,0.19
7872,0.09,0.07,0,0.02,0.19
7873,0.09,0.07,0,0.02,0.19
7874,0.1,0.06,0.01,0.03,0.19
7875,0.06,0.11,0,0.02,0.19
7876,0.08,0.1,0,0.02,0.19
7877,0,0.15,0,0.04,0.19
7878,0.07,0.07,0.03,0.01,0.19
7879,0.17,0,0,0.01,0.19
7880,0.18,0,0,0.01,0.19
7881,0.15,0.04,0,0.01,0.19
7882,0.18,0.01,0,0,0.19
7883,0,0,0.18,0.01,0.19
7884,0,0,0.19,0,0.19
7885,0.06,0.02,0.1,0.01,0.19
7886,0.1,0.07,0,0.01,0.19
7887,0,0,0.19,0,0.19
7888,0,0,0.19,0,0.19
7889,0,0,0.18,0.01,0.19
7890,0.09,0.06,0,0.03,0.19
7891,0.14,0.04,0,0.01,0.19
7892,0,0,0.19,0,0.19
7893,0.17,0,0,0.01,0.19
7894,0,0,0.19,0,0.19
7895,0.11,0,0,0.08,0.19
7896,0.1,0.07,0,0.01,0.19
7897,0.1,0.04,0.01,0.03,0.19
7898,0,0,0.19,0,0.19
7899,0.02,0.02,0.13,0.01,0.19
7900,0,0,0.19,0,0.19
7901,0.17,0.01,0,0.01,0.19
7902,0.05,0.11,0,0.03,0.19
7903,0.12,0,0.06,0.01,0.19
7904,0,0,0.19,0,0.19
7905,0.09,0.07,0,0.02,0.19
7906,0,0,0.19,0,0.19
7907,0,0,0.19,0,0.19
7908,0,0.16,0,0.03,0.19
7909,0.15,0,0.03,0.01,0.19
7910,0.07,0.11,0,0.01,0.19
7911,0.16,0,0.02,0.01,0.19
7912,0.15,0.01,0.02,0.01,0.19
7913,0,0,0.19,0,0.19
7914,0.17,0,0,0.02,0.19
7915,0.18,0,0,0.01,0.19
7916,0.12,0.05,0,0.02,0.19
7917,0.04,0.13,0,0.01,0.19
7918,0.17,0,0,0.01,0.19
7919,0.07,0,0.11,0.01,0.19
7920,0.11,0.05,0,0.03,0.19
7921,0.13,0.05,0,0,0.19
7922,0.12,0,0.06,0.01,0.19
7923,0.05,0.1,0,0.03,0.19
7924,0.09,0.06,0.02,0.02,0.19
7925,0,0,0.19,0,0.19
7926,0.08,0.07,0,0.04,0.19
7927,0.1,0.07,0,0.01,0.19
7928,0.13,0.04,0,0.01,0.19
7929,0,0,0.19,0,0.19
7930,0,0,0.19,0,0.19
7931,0.13,0.05,0,0,0.19
7932,0,0,0.19,0,0.19
7933,0.13,0.05,0,0,0.19
7934,0.17,0,0,0.01,0.19
7935,0.13,0.03,0,0.02,0.19
7936,0.1,0.07,0,0.01,0.19
7937,0.09,0.07,0,0.02,0.19
7938,0.09,0.07,0,0.02,0.19
7939,0,0,0.19,0,0.19
7940,0.17,0,0,0.01,0.19
7941,0,0,0.19,0,0.19
7942,0.09,0.07,0,0.02,0.19
7943,0.13,0.05,0,0,0.19
7944,0.12,0.04,0,0.02,0.19
7945,0.18,0,0,0.01,0.19
7946,0,0,0.19,0,0.19
7947,0,0,0.19,0,0.19
7948,0.12,0.03,0.03,0.01,0.19
7949,0,0.15,0,0.04,0.19
7950,0.1,0.06,0,0.03,0.19
7951,0.09,0.07,0,0.02,0.19
7952,0.17,0,0,0.01,0.19
7953,0,0,0.19,0,0.19
7954,0.14,0.04,0,0.01,0.19
7955,0.1,0.04,0.03,0.01,0.19
7956,0.17,0,0,0.01,0.19
7957,0.11,0.06,0,0.02,0.19
7958,0,0,0.19,0,0.19
7959,0.14,0.04,0,0.01,0.19
7960,0.15,0.03,0,0,0.19
7961,0,0,0.19,0,0.19
7962,0.06,0.04,0.07,0.02,0.19
7963,0.09,0.07,0,0.02,0.19
7964,0.09,0.08,0,0.02,0.19
7965,0.17,0,0,0.01,0.19
7966,0.13,0.05,0,0.01,0.19
7967,0.17,0,0,0.01,0.19
7968,0.06,0.02,0.1,0.02,0.19
7969,0.14,0.04,0,0.01,0.19
7970,0.05,0.11,0,0.03,0.19
7971,0.17,0,0,0.01,0.19
7972,0.1,0.07,0,0.02,0.19
7973,0.07,0.09,0,0.03,0.19
7974,0.09,0.07,0,0.02,0.19
7975,0.11,0.03,0.02,0.03,0.19
7976,0.05,0.03,0.09,0.02,0.19
7977,0.1,0.06,0.01,0.02,0.19
7978,0.1,0.07,0,0.01,0.19
7979,0,0,0.19,0,0.19
7980,0.11,0.05,0,0.02,0.18
7981,0.17,0,0,0.01,0.18
7982,0.17,0,0,0.01,0.18
7983,0.09,0.07,0,0.02,0.18
7984,0.07,0,0.11,0.01,0.18
7985,0.14,0.03,0,0.01,0.18
7986,0.17,0,0,0.01,0.18
7987,0.1,0,0.07,0.02,0.18
7988,0.17,0,0,0.01,0.18
7989,0.12,0.05,0,0.02,0.18
7990,0.09,0.07,0,0.02,0.18
7991,0.13,0.05,0,0,0.18
7992,0.17,0,0,0.01,0.18
7993,0.04,0.13,0,0.01,0.18
7994,0.09,0.07,0,0.02,0.18
7995,0,0.17,0,0.01,0.18
7996,0.14,0.04,0,0.01,0.18
7997,0.14,0.04,0,0.01,0.18
7998,0.09,0.07,0,0.02,0.18
7999,0.17,0,0,0.01,0.18
8000,0.1,0.07,0,0.01,0.18
8001,0.14,0.03,0,0.01,0.18
8002,0.14,0.04,0,0.01,0.18
8003,0.17,0,0,0.01,0.18
8004,0,0,0.18,0,0.18
8005,0,0.18,0,0.01,0.18
8006,0.04,0.03,0.11,0.01,0.18
8007,0.17,0,0,0.02,0.18
8008,0.09,0.07,0,0.02,0.18
8009,0.14,0.04,0,0.01,0.18
8010,0.05,0.1,0,0.03,0.18
8011,0.06,0.11,0,0.01,0.18
8012,0.17,0,0,0.01,0.18
8013,0,0,0.18,0,0.18
8014,0.08,0.09,0,0.01,0.18
8015,0,0,0.18,0,0.18
8016,0.17,0,0,0.01,0.18
8017,0.04,0.03,0.11,0.01,0.18
8018,0.14,0.03,0,0.02,0.18
8019,0.17,0,0,0.01,0.18
8020,0.1,0.06,0,0.02,0.18
8021,0.06,0.11,0,0.02,0.18
8022,0.1,0.07,0,0.01,0.18
8023,0.13,0.05,0,0,0.18
8024,0,0,0.18,0,0.18
8025,0.14,0.02,0,0.01,0.18
8026,0.09,0.07,0.01,0.01,0.18
8027,0,0,0.18,0,0.18
8028,0.09,0.07,0,0.02,0.18
8029,0.11,0.01,0.05,0.01,0.18
8030,0.14,0.04,0,0.01,0.18
8031,0.14,0.04,0,0.01,0.18
8032,0.12,0.04,0,0.02,0.18
8033,0.14,0.04,0,0.01,0.18
8034,0.1,0.07,0,0.01,0.18
8035,0.17,0,0,0.01,0.18
8036,0.14,0.03,0,0.02,0.18
8037,0.06,0.02,0.08,0.02,0.18
8038,0.15,0.02,0,0.01,0.18
8039,0.02,0.14,0,0.03,0.18
8040,0.11,0.05,0,0.02,0.18
8041,0,0,0.18,0,0.18
8042,0,0,0.18,0,0.18
8043,0.17,0,0,0.01,0.18
8044,0,0,0.17,0.01,0.18
8045,0.09,0.07,0,0.02,0.18
8046,0.13,0.05,0,0,0.18
8047,0,0,0,0.18,0.18
8048,0,0,0.18,0,0.18
8049,0.13,0,0,0.05,0.18
8050,0.1,0.06,0,0.02,0.18
8051,0,0.16,0,0.02,0.18
8052,0.14,0.02,0,0.01,0.18
8053,0,0,0.18,0,0.18
8054,0.16,0.01,0,0.02,0.18
8055,0.14,0.04,0,0,0.18
8056,0.04,0.01,0.13,0,0.18
8057,0.05,0.11,0,0.02,0.18
8058,0.16,0.01,0,0.01,0.18
8059,0,0.12,0.04,0.02,0.18
8060,0.1,0.05,0,0.02,0.18
8061,0.07,0.07,0,0.03,0.18
8062,0.14,0.04,0,0,0.18
8063,0,0.16,0,0.02,0.18
8064,0.08,0.01,0.06,0.03,0.18
8065,0.13,0.04,0,0.01,0.18
8066,0.13,0.03,0,0.01,0.18
8067,0.13,0.05,0,0,0.18
8068,0,0,0.18,0,0.18
8069,0.17,0,0,0.01,0.18
8070,0.11,0.06,0,0.02,0.18
8071,0.04,0.11,0,0.03,0.18
8072,0.17,0,0,0.01,0.18
8073,0.09,0.08,0,0.02,0.18
8074,0,0,0.18,0,0.18
8075,0.09,0.08,0,0.02,0.18
8076,0.17,0,0,0.01,0.18
8077,0.15,0.03,0,0.01,0.18
8078,0.17,0,0,0.01,0.18
8079,0,0,0.18,0,0.18
8080,0,0.16,0,0.02,0.18
8081,0,0,0.18,0,0.18
8082,0.12,0.04,0,0.03,0.18
8083,0.1,0.07,0,0.01,0.18
8084,0.14,0.04,0,0.01,0.18
8085,0.04,0.01,0.12,0.01,0.18
8086,0.09,0.07,0,0.02,0.18
8087,0.09,0.07,0,0.02,0.18
8088,0,0,0.17,0.01,0.18
8089,0.15,0.01,0,0.01,0.18
8090,0.13,0.04,0,0.01,0.18
8091,0.14,0.04,0,0,0.18
8092,0.14,0.04,0,0,0.18
8093,0.04,0.02,0.09,0.02,0.18
8094,0.15,0.02,0,0.01,0.18
8095,0.05,0.09,0.01,0.03,0.18
8096,0,0,0.18,0,0.18
8097,0.08,0.01,0.07,0.01,0.18
8098,0.14,0.04,0,0,0.18
8099,0,0,0.18,0,0.18
8100,0.16,0.01,0,0.01,0.18
8101,0,0.15,0,0.03,0.18
8102,0.13,0.04,0,0.01,0.18
8103,0,0,0.18,0,0.18
8104,0.13,0.05,0,0,0.18
8105,0,0,0.18,0,0.18
8106,0.09,0.07,0,0.02,0.18
8107,0.17,0,0,0.01,0.18
8108,0.13,0.04,0,0.01,0.18
8109,0.1,0.06,0,0.02,0.18
8110,0.1,0.06,0,0.02,0.18
8111,0.08,0.08,0,0.02,0.18
8112,0.16,0,0,0.01,0.18
8113,0.17,0,0,0.01,0.18
8114,0.14,0.04,0,0,0.18
8115,0.16,0.01,0,0.01,0.18
8116,0.13,0.03,0,0.01,0.18
8117,0,0,0.18,0,0.18
8118,0.17,0,0,0.01,0.18
8119,0.11,0,0.05,0.01,0.18
8120,0.1,0.07,0,0.01,0.18
8121,0.1,0.06,0,0.02,0.18
8122,0.13,0.05,0,0,0.18
8123,0.13,0.05,0,0,0.18
8124,0,0.14,0,0.04,0.18
8125,0.09,0.07,0,0.02,0.18
8126,0.01,0.14,0,0.03,0.18
8127,0.11,0.06,0,0.02,0.18
8128,0.14,0.04,0,0.01,0.18
8129,0.09,0.07,0,0.02,0.18
8130,0.1,0.06,0,0.02,0.18
8131,0.06,0.09,0,0.03,0.18
8132,0.14,0.04,0,0,0.18
8133,0.05,0.02,0.1,0.01,0.18
8134,0.1,0.07,0,0.01,0.18
8135,0.05,0.11,0,0.02,0.18
8136,0,0,0.18,0,0.18
8137,0.09,0.07,0,0.02,0.18
8138,0.14,0.04,0,0,0.18
8139,0.1,0.07,0,0.01,0.18
8140,0.14,0.03,0,0.01,0.18
8141,0.07,0.05,0.03,0.02,0.18
8142,0.09,0.07,0,0.02,0.18
8143,0.08,0.08,0,0.02,0.18
8144,0.09,0.07,0,0.02,0.18
8145,0.08,0,0.08,0.02,0.18
8146,0.1,0.07,0,0.01,0.18
8147,0,0,0.18,0,0.18
8148,0.14,0.03,0,0.01,0.18
8149,0.09,0.07,0,0.02,0.18
8150,0.16,0,0,0.01,0.18
8151,0.17,0,0,0.01,0.18
8152,0.1,0.07,0,0.01,0.18
8153,0.13,0,0.04,0.01,0.18
8154,0.14,0.04,0,0,0.18
8155,0.05,0.04,0.08,0.01,0.18
8156,0.15,0.02,0,0.01,0.18
8157,0.09,0.04,0,0.05,0.18
8158,0.16,0,0,0.01,0.18
8159,0.06,0.1,0,0.02,0.18
8160,0.13,0.05,0,0,0.18
8161,0.04,0.12,0,0.02,0.18
8162,0.04,0.03,0.1,0.01,0.18
8163,0,0,0.18,0,0.18
8164,0,0,0.18,0,0.18
8165,0.13,0.04,0,0.01,0.18
8166,0.11,0.01,0.05,0.01,0.18
8167,0.13,0.05,0,0,0.18
8168,0.13,0.03,0,0.01,0.18
8169,0.02,0.12,0,0.03,0.18
8170,0.13,0.05,0,0,0.18
8171,0.16,0,0,0.02,0.18
8172,0,0,0.18,0,0.18
8173,0,0,0.18,0,0.18
8174,0,0,0.18,0,0.18
8175,0.09,0.07,0,0.02,0.18
8176,0.09,0.07,0,0.02,0.18
8177,0.09,0.07,0,0.02,0.18
8178,0.13,0.05,0,0,0.18
8179,0.16,0,0,0.01,0.18
8180,0.1,0.07,0,0.01,0.18
8181,0.14,0.02,0,0.02,0.18
8182,0.16,0,0,0.01,0.18
8183,0.1,0.07,0,0.01,0.18
8184,0.12,0.03,0,0.02,0.18
8185,0.13,0.05,0,0,0.18
8186,0.13,0.04,0,0.01,0.18
8187,0.11,0.03,0.02,0.01,0.18
8188,0.13,0.05,0,0,0.18
8189,0,0,0.18,0,0.18
8190,0.13,0.04,0,0.01,0.18
8191,0,0,0.18,0,0.18
8192,0.1,0.05,0,0.03,0.18
8193,0.13,0.04,0,0.01,0.18
8194,0.16,0,0,0.01,0.18
8195,0.14,0.02,0.01,0.01,0.18
8196,0.13,0.04,0,0.01,0.18
8197,0.07,0.07,0,0.03,0.18
8198,0.13,0.04,0,0.01,0.18
8199,0.09,0.07,0,0.02,0.18
8200,0.1,0.04,0,0.03,0.18
8201,0.14,0.02,0,0.01,0.18
8202,0.07,0.02,0.07,0.02,0.18
8203,0.08,0.08,0,0.01,0.17
8204,0.09,0.07,0,0.02,0.17
8205,0.09,0.07,0,0.02,0.17
8206,0.13,0.02,0,0.02,0.17
8207,0.16,0,0,0.01,0.17
8208,0.11,0.05,0,0.02,0.17
8209,0.09,0.07,0,0.02,0.17
8210,0,0,0.17,0,0.17
8211,0.1,0.07,0,0.01,0.17
8212,0.14,0.02,0,0.02,0.17
8213,0.09,0.07,0,0.02,0.17
8214,0.13,0.05,0,0,0.17
8215,0.12,0.05,0,0,0.17
8216,0.09,0.07,0,0.02,0.17
8217,0.13,0.03,0,0,0.17
8218,0,0,0.17,0,0.17
8219,0.09,0.07,0,0.02,0.17
8220,0.16,0,0,0.01,0.17
8221,0.16,0,0,0.01,0.17
8222,0.13,0.03,0,0,0.17
8223,0.03,0.07,0.05,0.02,0.17
8224,0.06,0.08,0,0.03,0.17
8225,0.1,0.07,0,0.01,0.17
8226,0.16,0,0,0.01,0.17
8227,0.12,0.05,0,0,0.17
8228,0,0,0.17,0,0.17
8229,0.13,0.03,0,0,0.17
8230,0.16,0,0,0.01,0.17
8231,0,0,0.17,0,0.17
8232,0.08,0.07,0,0.02,0.17
8233,0,0,0.17,0,0.17
8234,0.06,0.09,0,0.02,0.17
8235,0.13,0.03,0,0,0.17
8236,0.13,0.04,0,0.01,0.17
8237,0,0,0.16,0.01,0.17
8238,0.1,0.07,0,0.01,0.17
8239,0.16,0,0,0.01,0.17
8240,0,0,0.17,0,0.17
8241,0.08,0.07,0,0.02,0.17
8242,0.08,0.08,0,0.02,0.17
8243,0.13,0.03,0,0,0.17
8244,0,0.12,0.03,0.02,0.17
8245,0.16,0,0,0.01,0.17
8246,0.14,0.02,0,0.01,0.17
8247,0.16,0,0,0.01,0.17
8248,0.13,0.03,0,0,0.17
8249,0.13,0.04,0,0.01,0.17
8250,0,0,0.17,0,0.17
8251,0.05,0.07,0.02,0.02,0.17
8252,0.14,0,0.02,0.01,0.17
8253,0.07,0.08,0,0.02,0.17
8254,0.08,0.07,0,0.02,0.17
8255,0.12,0.05,0,0,0.17
8256,0.16,0,0,0.01,0.17
8257,0.08,0.07,0,0.02,0.17
8258,0.13,0.04,0,0.01,0.17
8259,0.15,0.01,0,0.01,0.17
8260,0.16,0,0,0.01,0.17
8261,0.13,0.03,0,0,0.17
8262,0.16,0,0,0.01,0.17
8263,0.1,0.07,0,0.01,0.17
8264,0,0,0.17,0,0.17
8265,0,0,0.17,0,0.17
8266,0,0,0.17,0,0.17
8267,0.14,0.02,0,0.02,0.17
8268,0.05,0.11,0,0.02,0.17
8269,0,0,0.16,0.01,0.17
8270,0.09,0.02,0.06,0.01,0.17
8271,0,0,0.16,0.01,0.17
8272,0.13,0.02,0,0.02,0.17
8273,0.13,0.04,0,0.01,0.17
8274,0.16,0,0,0.01,0.17
8275,0.13,0.04,0,0.01,0.17
8276,0.01,0.14,0,0.02,0.17
8277,0.16,0,0,0.02,0.17
8278,0.09,0.06,0,0.02,0.17
8279,0.07,0.08,0,0.02,0.17
8280,0.08,0.07,0,0.02,0.17
8281,0.08,0.07,0,0.02,0.17
8282,0.06,0.09,0,0.02,0.17
8283,0.12,0.05,0,0,0.17
8284,0,0,0.17,0,0.17
8285,0.08,0.07,0,0.02,0.17
8286,0.08,0.07,0,0.02,0.17
8287,0.05,0.1,0,0.02,0.17
8288,0.08,0.07,0,0.02,0.17
8289,0,0,0.16,0.01,0.17
8290,0.07,0.08,0,0.02,0.17
8291,0.08,0.06,0,0.03,0.17
8292,0,0,0.16,0.01,0.17
8293,0.08,0.07,0,0.02,0.17
8294,0,0,0.17,0,0.17
8295,0,0,0.17,0,0.17
8296,0,0,0.17,0,0.17
8297,0.13,0.03,0,0,0.17
8298,0.12,0.03,0,0.02,0.17
8299,0.14,0.01,0,0.02,0.17
8300,0.12,0.05,0,0,0.17
8301,0,0.08,0.08,0.01,0.17
8302,0,0.15,0,0.02,0.17
8303,0,0,0.17,0,0.17
8304,0.15,0,0,0.01,0.17
8305,0.13,0.04,0,0.01,0.17
8306,0.01,0.12,0,0.03,0.17
8307,0.11,0.05,0,0.01,0.17
8308,0,0,0.17,0,0.17
8309,0.05,0.04,0.07,0.01,0.17
8310,0.08,0.05,0,0.04,0.17
8311,0.13,0.04,0,0.01,0.17
8312,0,0.14,0,0.03,0.17
8313,0.04,0.1,0,0.03,0.17
8314,0.16,0,0,0.01,0.17
8315,0.12,0.05,0,0,0.17
8316,0.16,0,0,0.01,0.17
8317,0.09,0.06,0,0.01,0.17
8318,0.12,0.05,0,0,0.17
8319,0.16,0,0,0.01,0.17
8320,0.08,0.06,0.01,0.02,0.17
8321,0.08,0.07,0,0.02,0.17
8322,0,0,0.17,0,0.17
8323,0.12,0.05,0,0,0.17
8324,0.05,0.01,0.11,0,0.17
8325,0.14,0.03,0,0,0.17
8326,0.1,0.04,0,0.02,0.17
8327,0.13,0.04,0,0.01,0.17
8328,0.05,0.03,0.08,0.01,0.17
8329,0.12,0.05,0,0,0.17
8330,0.12,0.05,0,0,0.17
8331,0.08,0.06,0,0.02,0.17
8332,0,0,0.17,0,0.17
8333,0.16,0,0,0.01,0.17
8334,0.16,0,0,0.01,0.17
8335,0.08,0.06,0,0.02,0.17
8336,0,0,0.17,0,0.17
8337,0,0,0.17,0,0.17
8338,0.12,0.04,0,0,0.17
8339,0.03,0.12,0,0.01,0.17
8340,0.1,0,0.04,0.03,0.17
8341,0.09,0.06,0,0.01,0.17
8342,0.02,0.02,0.12,0.01,0.17
8343,0.04,0.12,0,0.02,0.17
8344,0,0,0.17,0,0.17
8345,0.09,0.06,0,0.02,0.17
8346,0.13,0.02,0,0.02,0.17
8347,0.02,0.13,0,0.02,0.17
8348,0.13,0.03,0,0.01,0.17
8349,0,0,0.16,0,0.17
8350,0,0,0.17,0,0.17
8351,0.05,0.04,0.06,0.01,0.17
8352,0.13,0.02,0,0.02,0.17
8353,0.09,0.06,0,0.01,0.17
8354,0.07,0.09,0,0.02,0.17
8355,0.16,0,0,0.01,0.17
8356,0.06,0.06,0.04,0.01,0.17
8357,0.08,0.06,0,0.02,0.17
8358,0.08,0.06,0,0.02,0.17
8359,0.12,0.04,0,0,0.17
8360,0,0,0.17,0,0.17
8361,0.12,0.03,0,0.01,0.17
8362,0.04,0.03,0.09,0.01,0.17
8363,0.09,0.06,0,0.01,0.17
8364,0.08,0.06,0,0.02,0.17
8365,0.09,0.06,0,0.01,0.17
8366,0,0,0.17,0,0.17
8367,0.12,0.02,0.02,0.01,0.17
8368,0.13,0.03,0,0,0.17
8369,0.08,0.04,0.03,0.02,0.17
8370,0.14,0.02,0,0.01,0.17
8371,0.04,0.12,0,0.01,0.17
8372,0.15,0,0,0.01,0.17
8373,0,0.15,0,0.01,0.17
8374,0.12,0.04,0,0,0.17
8375,0,0,0.17,0,0.17
8376,0.13,0.03,0,0,0.17
8377,0,0,0.16,0.01,0.17
8378,0.08,0.06,0,0.02,0.17
8379,0.13,0.04,0,0.01,0.17
8380,0.14,0.02,0,0.01,0.17
8381,0.09,0.06,0,0.01,0.17
8382,0.16,0,0,0.01,0.17
8383,0.09,0.06,0,0.01,0.17
8384,0.13,0.04,0,0.01,0.17
8385,0.09,0.06,0,0.01,0.17
8386,0,0,0.17,0,0.17
8387,0.07,0.06,0.02,0.02,0.17
8388,0.08,0.06,0,0.02,0.17
8389,0.14,0.01,0,0.01,0.17
8390,0.04,0.02,0.08,0.02,0.17
8391,0.02,0.01,0.12,0.01,0.17
8392,0.09,0.06,0,0.01,0.17
8393,0.14,0.01,0,0.01,0.17
8394,0.16,0,0,0.01,0.17
8395,0.11,0.04,0,0.01,0.17
8396,0.13,0.03,0,0,0.17
8397,0,0,0.17,0,0.17
8398,0,0,0.17,0,0.17
8399,0.11,0.03,0,0.02,0.17
8400,0.05,0.1,0,0.01,0.17
8401,0,0,0.16,0.01,0.17
8402,0.14,0.02,0,0,0.17
8403,0.08,0.06,0,0.02,0.17
8404,0.11,0.05,0,0.01,0.17
8405,0.15,0,0,0.01,0.17
8406,0,0.15,0,0.01,0.17
8407,0.13,0.04,0,0.01,0.17
8408,0.13,0.04,0,0.01,0.17
8409,0,0,0.17,0,0.17
8410,0.06,0.03,0.06,0.02,0.17
8411,0.1,0.02,0.04,0,0.17
8412,0.16,0,0,0.01,0.17
8413,0.07,0.06,0,0.03,0.17
8414,0.11,0.03,0,0.02,0.17
8415,0.12,0.04,0,0,0.17
8416,0.07,0.06,0.01,0.03,0.17
8417,0.05,0.09,0,0.03,0.17
8418,0.12,0.04,0,0,0.17
8419,0,0,0.17,0,0.17
8420,0.13,0.02,0,0.02,0.17
8421,0,0.16,0,0.01,0.17
8422,0.15,0.01,0,0.01,0.17
8423,0,0,0.17,0,0.17
8424,0,0,0.17,0,0.17
8425,0.16,0,0,0.01,0.17
8426,0.11,0.04,0,0.01,0.17
8427,0.13,0.02,0,0.01,0.17
8428,0.15,0,0,0.02,0.17
8429,0,0,0.17,0,0.17
8430,0.14,0.01,0,0.02,0.17
8431,0.09,0.05,0,0.02,0.17
8432,0,0,0.17,0,0.17
8433,0.12,0.04,0,0.01,0.17
8434,0.15,0,0,0.01,0.17
8435,0.08,0.07,0,0.02,0.17
8436,0.15,0,0,0.02,0.17
8437,0.15,0,0,0.01,0.17
8438,0.08,0.06,0,0.02,0.17
8439,0.15,0,0,0.02,0.17
8440,0.11,0.01,0.03,0.01,0.17
8441,0.15,0,0,0.01,0.17
8442,0.13,0.03,0,0,0.17
8443,0.12,0.04,0,0.01,0.17
8444,0.12,0.04,0,0,0.17
8445,0.15,0,0,0.01,0.17
8446,0.16,0,0,0.01,0.17
8447,0.08,0.06,0,0.02,0.17
8448,0,0.03,0.13,0.01,0.17
8449,0,0,0.17,0,0.17
8450,0,0,0.17,0,0.17
8451,0,0,0.17,0,0.17
8452,0,0,0.17,0,0.17
8453,0.12,0.03,0,0.01,0.17
8454,0.01,0,0.15,0,0.17
8455,0.04,0,0.12,0,0.17
8456,0.12,0.04,0,0.01,0.17
8457,0.15,0,0,0.02,0.17
8458,0.15,0.01,0,0,0.17
8459,0.15,0.01,0,0,0.17
8460,0.15,0.01,0,0,0.17
8461,0,0,0.16,0,0.17
8462,0.04,0.11,0,0.02,0.16
8463,0.13,0.02,0,0.01,0.16
8464,0.08,0.06,0,0.02,0.16
8465,0.04,0.11,0,0.01,0.16
8466,0.02,0.12,0,0.03,0.16
8467,0.1,0.01,0.05,0.01,0.16
8468,0,0,0.16,0,0.16
8469,0.08,0.06,0,0.02,0.16
8470,0.15,0,0,0.01,0.16
8471,0.14,0.01,0,0.01,0.16
8472,0,0,0.16,0,0.16
8473,0.08,0.06,0,0.02,0.16
8474,0.15,0,0,0.01,0.16
8475,0.16,0,0,0,0.16
8476,0.12,0.04,0,0,0.16
